"394","アイラ","","エラー。よく聞き取れませんでした。もう一度、言い直してください","","",""
"395","ツカサ","","え？　ええと、写真を","","",""
"396","アイラ","","エラー","","",""
"397","ツカサ","","き、機嫌悪い？","","",""
"398","","","まずいなあ。どうやって仲直りしよう……。","","",""
"399","","","と、近くの屋台でまたなにかを買ってきたエルさんとアンディが戻ってきた。","","",""
"400","アンディ","","２人とも、これ見てくれよ！","","",""
"401","","","手に持ったジュースを俺とアイラに見せびらかしてくる。","","",""
"402","ツカサ","","なに、それ？","","",""
"403","エル","","クラゲジュースです。一応、このカーニバルの名物ドリンクですね","","",""
"404","ツカサ","","味が想像できない……","","",""
"405","アンディ","","なあに、飲んでみれば分かるさ","","",""
"406","エル","","あ～、アンディはやめといた方が――","","",""
"407","","","エルさんの制止を無視して、アンディはジュースを飲み――。","","",""
"408","アンディ","","んん！　おいしい！　初めての味だけど悪くないよ！","","",""
"409","エル","","え、そう……ですか。悪くないですか……","","",""
"410","アンディ","","エルくんは苦手なのかい？","","",""
"411","エル","","ま、まあ……。私がっていうか、ええと……ははは","","",""
"412","","","エルさんのその態度で、ピンと来た。","","",""
"413","","","きっと、オリヴィアはクラゲジュースが苦手だったんだ。","","",""
"414","","","ＯＳを入れ替えてまったく別の人格になると、味覚の好みも変わるっていうことなのかな。","","",""
"415","","","と、アンディは離れた屋台の方を指差した。","","",""
"416","アンディ","","あっ、あれ！　なんだいあれ！","","",""
"417","","","目をキラキラさせて、あらゆるものに興味を示しているアンディの様子は、子供みたいで。とにかく“はじめて”が楽しくてしょうがないっていう様子だ。","","",""
"418","","","……思い出す気配すら、見せない。","","",""
"419","","","やっぱり、ターミナルサービスのみんなが言っていた通り、記憶が戻るなんていうことは、ないのかな……。","","",""
"420","","","エルさんがアンディを連れて、歩き出す。","","",""
"421","ツカサ","","ほら、アイラも行こう。はぐれないように気を付けて","","",""
"422","アイラ","","…………","","",""
"423","アイラ","","私は、子供じゃないので","","",""
"424","ツカサ","","あはは。ごめん","","",""
"425","","","でもこういうときって、カップルならはぐれないように手を繋ぐっていうのが、自然な流れ……だよね。","","",""
"426","","","こういうときは、ちょっとぐらい強引に繋いじゃっても……。","","",""
"427","","","なんて少しドキドキしていたら。","","",""
"428","アンディ","","ツカサくん！　アイラくん！　これ見てみなよ！　すごいよ！","","",""
"429","","","アンディが、遠くから呼びかけてきた。","","",""
"430","","","どうやら食べ物の次は、ゲーム系の屋台に目を付けたみたいだ。","","",""
"431","ツカサ","","本当に子供みたいだなあ","","",""
"432","","","振り回されるエルさんはどんな気持ちなんだろうと思いながら、アンディの元へと向かった。","","",""
"433","","","その後、金魚すくいやヨーヨー釣りなどを経て、アンディは今は射的を楽しんでいた。","","",""
"434","","","そんなアンディの様子を撮影していたら、エルさんに肩を叩かれた。","","",""
"435","エル","","写真、私にも見せてもらえます？","","",""
"436","","","ここまででかなりの枚数になっていた。\n端末に撮りためた写真をいくつか見せると、エルさんはくすぐったそうな、それでいて泣き出しそうな笑みを浮かべた。","","",""
"437","エル","","かなりあちこち回りましたね。アンディ、楽しそう……","","",""
"438","エル","","どうです？　記憶、戻ると思いますか？","","",""
"439","ツカサ","","…………","","",""
"440","","","俺は……答えられなかった。","","",""
"441","","","可能性はまだゼロだと決まったわけじゃない……。そう答えたってよかったのに、言葉にできなかった。","","",""
"442","","","今のところ、アンディにはそういう様子はまったく見られなかったから。","","",""
"443","エル","","そう。それが現実です","","",""
"444","","","それが、現実……。","","",""
"445","","","エルさんのその言葉は、俺の心に重く響いた。","","",""
"446","エル","","……私、きっと来年は、このカーニバルに来ることはないと思うんです","","",""
"447","","","エルさんは、遠い目をして夜空を見上げている。","","",""
"448","エル","","その代わりに、アンディと一緒にどこか別のところへ遊びに行きますよ","","",""
"449","エル","","アンディとは、オリヴィアの想い出を共有するんじゃなくて、これから新しく想い出を作っていきたいですし","","",""
"450","エル","","そうじゃなきゃ、オリヴィアにも、アンディにも失礼じゃないですか","","",""
"451","ツカサ","","エルさん……","","",""
"452","エル","","今日は付き合ってくれてどうもです。おかげで、私も吹っ切ることができたかも","","",""
"453","","","吹っ切る……。","","",""
"454","","","本当に、それでいいの？","","",""
"455","ツカサ","","吹っ切らなくちゃ……いけないんですか……","","",""
"456","","","叫び出しそうになった。\nここで俺が“吹っ切る”ことが、なにを意味するのか。\nイヤでも考えてしまうんだ。","","",""
"457","エル","","……ねえツカサっち","","",""
"458","エル","","想い出を作れるのは、今だけ、なんです","","",""
"459","エル","","今この瞬間しかないんですよ","","",""
"460","ツカサ","","……！","","",""
"461","ツカサ","","今、この瞬間……","","",""
"462","","","そのとき、夜空がパッと明るくなり、轟音が響き渡った。","","",""
"463","","","周囲の誰もがその音に驚き、空を見上げて歓声を上げる。","","",""
"464","ツカサ","","花火……","","",""
"465","アイラ","","生で打ち上げ花火を見たこと、一度もない","","",""
"466","ツカサ","","……！","","",""
"467","","","俺はふと我に返って、周囲を見回した。","","",""
"468","ツカサ","","あれ？　アイラは？","","",""
"469","","","アイラの姿が、どこにもなかった。","","",""
"470","エル","","もしかして、はぐれちゃったんじゃ？","","",""
"471","","","なんてことだ……。","","",""
"472","","","俺は、いったいなにやってるんだ……！","","",""
"473","ツカサ","","捜してきます！","","",""
"474","","","カーニバル会場は人でごった返している。","","",""
"475","","","誰もが夜空に咲く花火を見上げている。","","",""
"476","","","そんな中、俺はアイラの姿を捜し続けた。","","",""
"477","","","ごめん……。","","",""
"478","","","ごめん、俺、焦ってた。","","",""
"479","","","かすかな可能性にすがろうとして、“今”を全然見てなかった。","","",""
"480","","","せっかく、一緒に来たのに。","","",""
"481","","","せっかく、一緒に見ようって約束したのに。","","",""
"482","","","だから、早くアイラを見つけないと……！","","",""
"483","ツカサ","","今日の俺、おかしかったよね――","","",""
"484","","","言いかけたところで、また花火が上がった。","","",""
"485","アイラ","","っ！？","","",""
"486","","","アイラは、音にビックリして身を縮こまらせている。","","",""
"487","ツカサ","","音、すごいでしょ？","","",""
"488","アイラ","","うん……","","",""
"489","","","うなずくアイラの手を、俺は、少し強引に、握りしめた。","","",""
"490","","","指を絡めると、アイラも、それに応えてくれた。","","",""
"491","","","ドキドキして、アイラの顔を、まともに見られない。","","",""
"492","","","ふたりで肩を並べて、花火を見上げる。","","",""
"493","","","アイラはもう、花火が打ち上がっても怯えたりしなかった。","","",""
"494","ツカサ","","…………","","",""
"495","アイラ","","…………","","",""
"496","アイラ","","ねえ、ツカサ","","",""
"497","ツカサ","","ん？","","",""
"498","アイラ","","アンディの記憶、戻らなかったんでしょう？","","",""
"499","ツカサ","","え？　なんでそのこと……","","",""
"500","アイラ","","…………","","",""
"501","アイラ","","もしかして私は、ツカサを苦しめてる？　だったら、言ってほしい","","",""
"502","アイラ","","私は、ツカサを苦しめてまで、パートナーでいたいとは思わないので","","",""
"503","ツカサ","","……っ","","",""
"504","","","気が付いたときには、俺は、アイラのことを抱きしめていた。","","",""
"505","ツカサ","","ああ、苦しいよ。苦しくて苦しくて胸が張り裂けそうだ","","",""
"506","ツカサ","","それでも俺は、ずっとアイラのパートナーでいたいんだ！","","",""
"507","アイラ","","どうして、そこまで","","",""
"508","ツカサ","","どうしてって、そんなの――","","",""
"509","アイラ","","私に残された時間はね、あと……１０００時間ちょっとなので……","","",""
"510","ツカサ","","そんなの……！","","",""
"511","パートナーだから","好きだから","","dummy","dummy"
"512","","","――君のことが好きだから。","","",""
"513","","","そう言おうとした。","","",""
"514","","","でも。","","",""
"515","ツカサ","","パートナーだからに、決まってるじゃないか","","",""
"516","","","言えなかった。","","",""
"517","","","ここで告白することは、俺だけのエゴなんじゃないか。","","",""
"518","","","今日、自分が望む答えを見つけるのに必死で、アイラのことをほったらかしにしちゃった俺なんかに、告白する権利はないんじゃないか。","","",""
"519","","","アイラを、苦しめちゃうことになるんじゃないか。","","",""
"520","","","そんな風に考えちゃって。","","",""
"521","","","とてもじゃないけど、勢いだけで気持ちを伝えるなんて、できなかったんだ。","","",""
"522","アイラ","","ありがとう……","","",""
"523","アイラ","","ツカサ、ありがとう……","","",""
"524","","","アイラの感謝の言葉が、逆に、心苦しかった。","","",""
"525","","","俺は、アイラから身を離し、しっかりとアイラの目を見つめた。","","",""
"526","ツカサ","","俺は、アイラが好きだから","","",""
"527","アイラ","","……！","","",""
"528","","","アイラは、びっくりしていた。","","",""
"529","","","しばらく言葉もなくアワアワしていたけど、徐々に顔が真っ赤になっていって。","","",""
"530","","","やがて、叫ぶようにして、こう言った。","","",""
"531","アイラ","","ム、ム、ム、ムリですぅ！","","",""
"532","ツカサ","","……！","","",""
"533","","","え？","","",""
"534","","","ムリ？","","",""
"535","","","本当に？","","",""
"536","","","終わった。","","",""
"537","","","俺の人生、終わった……。","","",""
